feature_file,label_file,start_time,end_time,label_count
data/features/ac083_2008-04-06_137.npy,data/labels/ac083_2008-04-06_137_label.npy,764.191,765.331,0
data/features/ac083_2008-04-06_138.npy,data/labels/ac083_2008-04-06_138_label.npy,765.391,765.972,0
data/features/ac083_2008-04-06_139.npy,data/labels/ac083_2008-04-06_139_label.npy,766.052,766.532,0
data/features/ac083_2008-04-06_14.npy,data/labels/ac083_2008-04-06_14_label.npy,82.291,86.335,0
data/features/ac083_2008-04-06_140.npy,data/labels/ac083_2008-04-06_140_label.npy,766.592,766.793,0
data/features/ac083_2008-04-06_141.npy,data/labels/ac083_2008-04-06_141_label.npy,767.013,767.313,0
data/features/ac083_2008-04-06_142.npy,data/labels/ac083_2008-04-06_142_label.npy,767.693,773.317,0
data/features/ac083_2008-04-06_143.npy,data/labels/ac083_2008-04-06_143_label.npy,773.898,774.838,0
data/features/ac083_2008-04-06_144.npy,data/labels/ac083_2008-04-06_144_label.npy,775.239,776.7,0
data/features/ac083_2008-04-06_145.npy,data/labels/ac083_2008-04-06_145_label.npy,777.42,779.462,0
data/features/ac083_2008-04-06_146.npy,data/labels/ac083_2008-04-06_146_label.npy,780.483,786.087,0
data/features/ac083_2008-04-06_147.npy,data/labels/ac083_2008-04-06_147_label.npy,786.227,790.19,0
data/features/ac083_2008-04-06_148.npy,data/labels/ac083_2008-04-06_148_label.npy,790.544,790.844,0
data/features/ac083_2008-04-06_149.npy,data/labels/ac083_2008-04-06_149_label.npy,790.984,794.925,0
data/features/ac083_2008-04-06_15.npy,data/labels/ac083_2008-04-06_15_label.npy,87.376,89.778,0
data/features/ac083_2008-04-06_150.npy,data/labels/ac083_2008-04-06_150_label.npy,795.486,796.866,0
data/features/ac083_2008-04-06_151.npy,data/labels/ac083_2008-04-06_151_label.npy,797.726,812.111,0
data/features/ac083_2008-04-06_152.npy,data/labels/ac083_2008-04-06_152_label.npy,812.947,820.808,0
data/features/ac083_2008-04-06_153.npy,data/labels/ac083_2008-04-06_153_label.npy,821.108,828.11,0
data/features/ac083_2008-04-06_154.npy,data/labels/ac083_2008-04-06_154_label.npy,828.69,830.31,0
data/features/ac083_2008-04-06_155.npy,data/labels/ac083_2008-04-06_155_label.npy,830.85,832.65,0
data/features/ac083_2008-04-06_156.npy,data/labels/ac083_2008-04-06_156_label.npy,832.97,841.872,0
data/features/ac083_2008-04-06_157.npy,data/labels/ac083_2008-04-06_157_label.npy,842.652,857.267,0
data/features/ac083_2008-04-06_158.npy,data/labels/ac083_2008-04-06_158_label.npy,858.088,863.233,0
data/features/ac083_2008-04-06_159.npy,data/labels/ac083_2008-04-06_159_label.npy,864.583,868.745,0
data/features/ac083_2008-04-06_16.npy,data/labels/ac083_2008-04-06_16_label.npy,89.798,90.138,0
data/features/ac083_2008-04-06_160.npy,data/labels/ac083_2008-04-06_160_label.npy,868.845,884.494,0
data/features/ac083_2008-04-06_161.npy,data/labels/ac083_2008-04-06_161_label.npy,885.674,888.095,0
data/features/ac083_2008-04-06_162.npy,data/labels/ac083_2008-04-06_162_label.npy,888.196,892.678,0
data/features/ac083_2008-04-06_163.npy,data/labels/ac083_2008-04-06_163_label.npy,894.951,896.071,0
data/features/ac083_2008-04-06_164.npy,data/labels/ac083_2008-04-06_164_label.npy,898.012,903.413,0
data/features/ac083_2008-04-06_165.npy,data/labels/ac083_2008-04-06_165_label.npy,903.833,909.854,0
data/features/ac083_2008-04-06_166.npy,data/labels/ac083_2008-04-06_166_label.npy,909.994,917.436,0
data/features/ac083_2008-04-06_167.npy,data/labels/ac083_2008-04-06_167_label.npy,918.197,927.423,0
data/features/ac083_2008-04-06_168.npy,data/labels/ac083_2008-04-06_168_label.npy,927.463,928.924,0
data/features/ac083_2008-04-06_169.npy,data/labels/ac083_2008-04-06_169_label.npy,930.345,938.05,0
data/features/ac083_2008-04-06_17.npy,data/labels/ac083_2008-04-06_17_label.npy,91.129,94.89,0
data/features/ac083_2008-04-06_170.npy,data/labels/ac083_2008-04-06_170_label.npy,938.711,947.917,0
data/features/ac083_2008-04-06_171.npy,data/labels/ac083_2008-04-06_171_label.npy,949.498,951.159,0
data/features/ac083_2008-04-06_172.npy,data/labels/ac083_2008-04-06_172_label.npy,951.219,953.101,0
data/features/ac083_2008-04-06_173.npy,data/labels/ac083_2008-04-06_173_label.npy,953.721,960.867,0
data/features/ac083_2008-04-06_174.npy,data/labels/ac083_2008-04-06_174_label.npy,962.067,975.878,0
data/features/ac083_2008-04-06_175.npy,data/labels/ac083_2008-04-06_175_label.npy,977.373,983.938,0
data/features/ac083_2008-04-06_176.npy,data/labels/ac083_2008-04-06_176_label.npy,984.018,994.165,0
data/features/ac083_2008-04-06_177.npy,data/labels/ac083_2008-04-06_177_label.npy,994.846,996.027,0
data/features/ac083_2008-04-06_178.npy,data/labels/ac083_2008-04-06_178_label.npy,997.408,1004.313,0
data/features/ac083_2008-04-06_179.npy,data/labels/ac083_2008-04-06_179_label.npy,1005.746,1021.87,0
data/features/ac083_2008-04-06_18.npy,data/labels/ac083_2008-04-06_18_label.npy,95.451,98.532,0
data/features/ac083_2008-04-06_180.npy,data/labels/ac083_2008-04-06_180_label.npy,1023.35,1028.091,0
data/features/ac083_2008-04-06_181.npy,data/labels/ac083_2008-04-06_181_label.npy,1029.793,1033.836,0
data/features/ac083_2008-04-06_182.npy,data/labels/ac083_2008-04-06_182_label.npy,1034.656,1041.361,0
data/features/ac083_2008-04-06_183.npy,data/labels/ac083_2008-04-06_183_label.npy,1042.702,1049.927,0
data/features/ac083_2008-04-06_184.npy,data/labels/ac083_2008-04-06_184_label.npy,1050.808,1057.833,0
data/features/ac083_2008-04-06_185.npy,data/labels/ac083_2008-04-06_185_label.npy,1059.014,1064.885,0
data/features/ac083_2008-04-06_186.npy,data/labels/ac083_2008-04-06_186_label.npy,1066.368,1070.716,0
data/features/ac083_2008-04-06_187.npy,data/labels/ac083_2008-04-06_187_label.npy,1072.074,1081.44,0
data/features/ac083_2008-04-06_188.npy,data/labels/ac083_2008-04-06_188_label.npy,1081.74,1092.266,0
data/features/ac083_2008-04-06_189.npy,data/labels/ac083_2008-04-06_189_label.npy,1092.682,1092.862,0
data/features/ac083_2008-04-06_19.npy,data/labels/ac083_2008-04-06_19_label.npy,98.612,99.972,0
data/features/ac083_2008-04-06_190.npy,data/labels/ac083_2008-04-06_190_label.npy,1092.902,1102.091,0
data/features/ac083_2008-04-06_191.npy,data/labels/ac083_2008-04-06_191_label.npy,1103.212,1106.835,0
data/features/ac083_2008-04-06_192.npy,data/labels/ac083_2008-04-06_192_label.npy,1107.516,1107.656,0
data/features/ac083_2008-04-06_193.npy,data/labels/ac083_2008-04-06_193_label.npy,1107.676,1112.661,0
data/features/ac083_2008-04-06_194.npy,data/labels/ac083_2008-04-06_194_label.npy,1113.436,1115.478,0
data/features/ac083_2008-04-06_195.npy,data/labels/ac083_2008-04-06_195_label.npy,1115.638,1122.784,0
data/features/ac083_2008-04-06_196.npy,data/labels/ac083_2008-04-06_196_label.npy,1124.045,1131.812,0
data/features/ac083_2008-04-06_197.npy,data/labels/ac083_2008-04-06_197_label.npy,1132.032,1139.339,0
data/features/ac083_2008-04-06_198.npy,data/labels/ac083_2008-04-06_198_label.npy,1140.945,1150.749,0
data/features/ac083_2008-04-06_199.npy,data/labels/ac083_2008-04-06_199_label.npy,1151.71,1156.292,0
data/features/ac083_2008-04-06_2.npy,data/labels/ac083_2008-04-06_2_label.npy,8.095,12.838,0
data/features/ac083_2008-04-06_20.npy,data/labels/ac083_2008-04-06_20_label.npy,100.392,101.773,0
data/features/ac083_2008-04-06_200.npy,data/labels/ac083_2008-04-06_200_label.npy,1156.592,1157.492,0
data/features/ac083_2008-04-06_201.npy,data/labels/ac083_2008-04-06_201_label.npy,1157.973,1158.793,0
data/features/ac083_2008-04-06_202.npy,data/labels/ac083_2008-04-06_202_label.npy,1159.537,1163.779,0
data/features/ac083_2008-04-06_203.npy,data/labels/ac083_2008-04-06_203_label.npy,1164.539,1168.521,0
data/features/ac083_2008-04-06_204.npy,data/labels/ac083_2008-04-06_204_label.npy,1169.342,1175.384,0
data/features/ac083_2008-04-06_205.npy,data/labels/ac083_2008-04-06_205_label.npy,1176.145,1176.925,0
data/features/ac083_2008-04-06_206.npy,data/labels/ac083_2008-04-06_206_label.npy,1177.105,1178.886,0
data/features/ac083_2008-04-06_207.npy,data/labels/ac083_2008-04-06_207_label.npy,1178.906,1181.247,0
data/features/ac083_2008-04-06_208.npy,data/labels/ac083_2008-04-06_208_label.npy,1181.267,1182.628,0
data/features/ac083_2008-04-06_209.npy,data/labels/ac083_2008-04-06_209_label.npy,1183.028,1187.67,0
data/features/ac083_2008-04-06_21.npy,data/labels/ac083_2008-04-06_21_label.npy,101.993,107.975,0
data/features/ac083_2008-04-06_210.npy,data/labels/ac083_2008-04-06_210_label.npy,1188.453,1190.635,0
data/features/ac083_2008-04-06_211.npy,data/labels/ac083_2008-04-06_211_label.npy,1190.815,1192.056,0
data/features/ac083_2008-04-06_212.npy,data/labels/ac083_2008-04-06_212_label.npy,1192.076,1194.758,0
data/features/ac083_2008-04-06_213.npy,data/labels/ac083_2008-04-06_213_label.npy,1194.838,1196.098,0
data/features/ac083_2008-04-06_214.npy,data/labels/ac083_2008-04-06_214_label.npy,1196.439,1200.422,0
data/features/ac083_2008-04-06_215.npy,data/labels/ac083_2008-04-06_215_label.npy,1200.462,1201.482,0
data/features/ac083_2008-04-06_216.npy,data/labels/ac083_2008-04-06_216_label.npy,1201.542,1204.504,0
data/features/ac083_2008-04-06_217.npy,data/labels/ac083_2008-04-06_217_label.npy,1204.685,1205.065,0
data/features/ac083_2008-04-06_218.npy,data/labels/ac083_2008-04-06_218_label.npy,1205.165,1206.486,0
data/features/ac083_2008-04-06_219.npy,data/labels/ac083_2008-04-06_219_label.npy,1207.819,1215.305,0
data/features/ac083_2008-04-06_22.npy,data/labels/ac083_2008-04-06_22_label.npy,108.455,110.876,0
data/features/ac083_2008-04-06_220.npy,data/labels/ac083_2008-04-06_220_label.npy,1215.905,1217.446,0
data/features/ac083_2008-04-06_221.npy,data/labels/ac083_2008-04-06_221_label.npy,1217.967,1223.911,0
data/features/ac083_2008-04-06_222.npy,data/labels/ac083_2008-04-06_222_label.npy,1224.311,1225.092,0
data/features/ac083_2008-04-06_223.npy,data/labels/ac083_2008-04-06_223_label.npy,1225.332,1225.552,0
data/features/ac083_2008-04-06_224.npy,data/labels/ac083_2008-04-06_224_label.npy,1225.572,1227.954,0
data/features/ac083_2008-04-06_225.npy,data/labels/ac083_2008-04-06_225_label.npy,1228.274,1229.575,0
data/features/ac083_2008-04-06_226.npy,data/labels/ac083_2008-04-06_226_label.npy,1229.615,1230.135,0
data/features/ac083_2008-04-06_227.npy,data/labels/ac083_2008-04-06_227_label.npy,1230.175,1233.718,0
data/features/ac083_2008-04-06_228.npy,data/labels/ac083_2008-04-06_228_label.npy,1233.938,1235.82,0
data/features/ac083_2008-04-06_229.npy,data/labels/ac083_2008-04-06_229_label.npy,1237.557,1237.857,0
data/features/ac083_2008-04-06_23.npy,data/labels/ac083_2008-04-06_23_label.npy,111.536,117.598,0
data/features/ac083_2008-04-06_230.npy,data/labels/ac083_2008-04-06_230_label.npy,1238.278,1240.699,0
data/features/ac083_2008-04-06_231.npy,data/labels/ac083_2008-04-06_231_label.npy,1241.019,1242.18,0
data/features/ac083_2008-04-06_232.npy,data/labels/ac083_2008-04-06_232_label.npy,1242.801,1249.105,0
data/features/ac083_2008-04-06_233.npy,data/labels/ac083_2008-04-06_233_label.npy,1249.385,1251.647,0
data/features/ac083_2008-04-06_234.npy,data/labels/ac083_2008-04-06_234_label.npy,1251.967,1262.775,0
data/features/ac083_2008-04-06_235.npy,data/labels/ac083_2008-04-06_235_label.npy,1264.265,1269.387,0
data/features/ac083_2008-04-06_236.npy,data/labels/ac083_2008-04-06_236_label.npy,1270.007,1277.33,0
data/features/ac083_2008-04-06_237.npy,data/labels/ac083_2008-04-06_237_label.npy,1278.09,1281.971,0
data/features/ac083_2008-04-06_238.npy,data/labels/ac083_2008-04-06_238_label.npy,1282.912,1286.773,0
data/features/ac083_2008-04-06_239.npy,data/labels/ac083_2008-04-06_239_label.npy,1288.061,1292.965,0
data/features/ac083_2008-04-06_24.npy,data/labels/ac083_2008-04-06_24_label.npy,120.356,128.841,0
data/features/ac083_2008-04-06_240.npy,data/labels/ac083_2008-04-06_240_label.npy,1293.725,1305.574,0
data/features/ac083_2008-04-06_241.npy,data/labels/ac083_2008-04-06_241_label.npy,1306.134,1312.719,0
data/features/ac083_2008-04-06_242.npy,data/labels/ac083_2008-04-06_242_label.npy,1314.035,1320.7,0
data/features/ac083_2008-04-06_243.npy,data/labels/ac083_2008-04-06_243_label.npy,1322.222,1328.266,0
data/features/ac083_2008-04-06_244.npy,data/labels/ac083_2008-04-06_244_label.npy,1328.787,1334.571,0
data/features/ac083_2008-04-06_245.npy,data/labels/ac083_2008-04-06_245_label.npy,1334.651,1339.695,0
data/features/ac083_2008-04-06_246.npy,data/labels/ac083_2008-04-06_246_label.npy,1340.222,1344.224,0
data/features/ac083_2008-04-06_247.npy,data/labels/ac083_2008-04-06_247_label.npy,1344.564,1349.246,0
data/features/ac083_2008-04-06_248.npy,data/labels/ac083_2008-04-06_248_label.npy,1350.167,1356.19,0
data/features/ac083_2008-04-06_249.npy,data/labels/ac083_2008-04-06_249_label.npy,1356.77,1360.712,0
data/features/ac083_2008-04-06_25.npy,data/labels/ac083_2008-04-06_25_label.npy,129.481,135.125,0
data/features/ac083_2008-04-06_250.npy,data/labels/ac083_2008-04-06_250_label.npy,1361.826,1370.756,0
data/features/ac083_2008-04-06_251.npy,data/labels/ac083_2008-04-06_251_label.npy,1371.337,1375.982,0
data/features/ac083_2008-04-06_252.npy,data/labels/ac083_2008-04-06_252_label.npy,1376.202,1382.77,0
data/features/ac083_2008-04-06_253.npy,data/labels/ac083_2008-04-06_253_label.npy,1382.99,1385.551,0
data/features/ac083_2008-04-06_254.npy,data/labels/ac083_2008-04-06_254_label.npy,1385.651,1391.072,0
data/features/ac083_2008-04-06_255.npy,data/labels/ac083_2008-04-06_255_label.npy,1391.653,1412.139,0
data/features/ac083_2008-04-06_256.npy,data/labels/ac083_2008-04-06_256_label.npy,1413.159,1417.263,0
data/features/ac083_2008-04-06_257.npy,data/labels/ac083_2008-04-06_257_label.npy,1417.363,1427.01,0
data/features/ac083_2008-04-06_258.npy,data/labels/ac083_2008-04-06_258_label.npy,1428.311,1429.592,0
data/features/ac083_2008-04-06_259.npy,data/labels/ac083_2008-04-06_259_label.npy,1429.933,1438.199,0
data/features/ac083_2008-04-06_26.npy,data/labels/ac083_2008-04-06_26_label.npy,136.045,137.406,0
data/features/ac083_2008-04-06_260.npy,data/labels/ac083_2008-04-06_260_label.npy,1438.499,1439.44,0
data/features/ac083_2008-04-06_261.npy,data/labels/ac083_2008-04-06_261_label.npy,1439.861,1440.141,0
data/features/ac083_2008-04-06_262.npy,data/labels/ac083_2008-04-06_262_label.npy,1440.97,1442.491,0
data/features/ac083_2008-04-06_263.npy,data/labels/ac083_2008-04-06_263_label.npy,1442.572,1457.946,0
data/features/ac083_2008-04-06_264.npy,data/labels/ac083_2008-04-06_264_label.npy,1458.306,1458.526,0
data/features/ac083_2008-04-06_265.npy,data/labels/ac083_2008-04-06_265_label.npy,1458.767,1459.007,0
data/features/ac083_2008-04-06_266.npy,data/labels/ac083_2008-04-06_266_label.npy,1459.838,1463.961,0
data/features/ac083_2008-04-06_267.npy,data/labels/ac083_2008-04-06_267_label.npy,1464.241,1471.646,0
data/features/ac083_2008-04-06_268.npy,data/labels/ac083_2008-04-06_268_label.npy,1473.708,1478.071,0
data/features/ac083_2008-04-06_269.npy,data/labels/ac083_2008-04-06_269_label.npy,1479.381,1485.247,0
data/features/ac083_2008-04-06_27.npy,data/labels/ac083_2008-04-06_27_label.npy,137.466,143.651,0
data/features/ac083_2008-04-06_270.npy,data/labels/ac083_2008-04-06_270_label.npy,1486.128,1495.797,0
data/features/ac083_2008-04-06_271.npy,data/labels/ac083_2008-04-06_271_label.npy,1496.197,1498.699,0
data/features/ac083_2008-04-06_272.npy,data/labels/ac083_2008-04-06_272_label.npy,1499.16,1499.28,0
data/features/ac083_2008-04-06_273.npy,data/labels/ac083_2008-04-06_273_label.npy,1500.054,1507.064,0
data/features/ac083_2008-04-06_274.npy,data/labels/ac083_2008-04-06_274_label.npy,1508.225,1511.249,0
data/features/ac083_2008-04-06_275.npy,data/labels/ac083_2008-04-06_275_label.npy,1511.55,1515.235,0
data/features/ac083_2008-04-06_276.npy,data/labels/ac083_2008-04-06_276_label.npy,1516.485,1518.486,0
data/features/ac083_2008-04-06_277.npy,data/labels/ac083_2008-04-06_277_label.npy,1518.586,1524.79,1
data/features/ac083_2008-04-06_278.npy,data/labels/ac083_2008-04-06_278_label.npy,1525.791,1535.337,0
data/features/ac083_2008-04-06_279.npy,data/labels/ac083_2008-04-06_279_label.npy,1536.338,1538.82,0
data/features/ac083_2008-04-06_28.npy,data/labels/ac083_2008-04-06_28_label.npy,144.051,149.896,0
data/features/ac083_2008-04-06_280.npy,data/labels/ac083_2008-04-06_280_label.npy,1540.209,1547.014,0
data/features/ac083_2008-04-06_281.npy,data/labels/ac083_2008-04-06_281_label.npy,1547.575,1551.598,0
data/features/ac083_2008-04-06_282.npy,data/labels/ac083_2008-04-06_282_label.npy,1552.418,1561.024,1
data/features/ac083_2008-04-06_283.npy,data/labels/ac083_2008-04-06_283_label.npy,1561.185,1567.87,0
data/features/ac083_2008-04-06_284.npy,data/labels/ac083_2008-04-06_284_label.npy,1568.69,1577.82,0
data/features/ac083_2008-04-06_285.npy,data/labels/ac083_2008-04-06_285_label.npy,1577.84,1584.507,0
data/features/ac083_2008-04-06_286.npy,data/labels/ac083_2008-04-06_286_label.npy,1585.464,1585.684,0
data/features/ac083_2008-04-06_287.npy,data/labels/ac083_2008-04-06_287_label.npy,1585.744,1594.647,0
data/features/ac083_2008-04-06_288.npy,data/labels/ac083_2008-04-06_288_label.npy,1594.707,1599.368,0
data/features/ac083_2008-04-06_289.npy,data/labels/ac083_2008-04-06_289_label.npy,1599.408,1601.189,0
data/features/ac083_2008-04-06_29.npy,data/labels/ac083_2008-04-06_29_label.npy,150.917,160.884,0
data/features/ac083_2008-04-06_290.npy,data/labels/ac083_2008-04-06_290_label.npy,1604.15,1614.838,0
data/features/ac083_2008-04-06_291.npy,data/labels/ac083_2008-04-06_291_label.npy,1614.858,1622.084,0
data/features/ac083_2008-04-06_292.npy,data/labels/ac083_2008-04-06_292_label.npy,1622.104,1632.252,0
data/features/ac083_2008-04-06_293.npy,data/labels/ac083_2008-04-06_293_label.npy,1632.89,1636.491,0
data/features/ac083_2008-04-06_294.npy,data/labels/ac083_2008-04-06_294_label.npy,1636.571,1639.912,0
data/features/ac083_2008-04-06_295.npy,data/labels/ac083_2008-04-06_295_label.npy,1640.632,1645.173,1
data/features/ac083_2008-04-06_296.npy,data/labels/ac083_2008-04-06_296_label.npy,1645.893,1646.473,0
data/features/ac083_2008-04-06_297.npy,data/labels/ac083_2008-04-06_297_label.npy,1646.533,1648.173,0
data/features/ac083_2008-04-06_298.npy,data/labels/ac083_2008-04-06_298_label.npy,1648.413,1655.175,0
data/features/ac083_2008-04-06_299.npy,data/labels/ac083_2008-04-06_299_label.npy,1655.905,1656.745,0
data/features/ac083_2008-04-06_3.npy,data/labels/ac083_2008-04-06_3_label.npy,23.103,27.147,0
data/features/ac083_2008-04-06_30.npy,data/labels/ac083_2008-04-06_30_label.npy,161.485,162.926,0
data/features/ac083_2008-04-06_300.npy,data/labels/ac083_2008-04-06_300_label.npy,1656.785,1659.306,0
data/features/ac083_2008-04-06_301.npy,data/labels/ac083_2008-04-06_301_label.npy,1659.326,1669.771,0
data/features/ac083_2008-04-06_302.npy,data/labels/ac083_2008-04-06_302_label.npy,1669.791,1670.631,0
data/features/ac083_2008-04-06_303.npy,data/labels/ac083_2008-04-06_303_label.npy,1671.311,1672.732,0
data/features/ac083_2008-04-06_304.npy,data/labels/ac083_2008-04-06_304_label.npy,1675.894,1677.374,0
data/features/ac083_2008-04-06_305.npy,data/labels/ac083_2008-04-06_305_label.npy,1677.414,1677.955,0
data/features/ac083_2008-04-06_306.npy,data/labels/ac083_2008-04-06_306_label.npy,1678.055,1678.135,0
data/features/ac083_2008-04-06_307.npy,data/labels/ac083_2008-04-06_307_label.npy,1678.155,1679.115,0
data/features/ac083_2008-04-06_308.npy,data/labels/ac083_2008-04-06_308_label.npy,1679.215,1679.535,0
data/features/ac083_2008-04-06_309.npy,data/labels/ac083_2008-04-06_309_label.npy,1680.175,1683.556,0
data/features/ac083_2008-04-06_31.npy,data/labels/ac083_2008-04-06_31_label.npy,163.271,165.332,0
data/features/ac083_2008-04-06_310.npy,data/labels/ac083_2008-04-06_310_label.npy,1684.136,1687.798,0
data/features/ac083_2008-04-06_311.npy,data/labels/ac083_2008-04-06_311_label.npy,1688.238,1690.218,0
data/features/ac083_2008-04-06_312.npy,data/labels/ac083_2008-04-06_312_label.npy,1690.898,1692.459,0
data/features/ac083_2008-04-06_313.npy,data/labels/ac083_2008-04-06_313_label.npy,1692.499,1694.279,0
data/features/ac083_2008-04-06_314.npy,data/labels/ac083_2008-04-06_314_label.npy,1694.6,1697.08,0
data/features/ac083_2008-04-06_315.npy,data/labels/ac083_2008-04-06_315_label.npy,1697.741,1701.322,0
data/features/ac083_2008-04-06_316.npy,data/labels/ac083_2008-04-06_316_label.npy,1701.682,1702.382,0
data/features/ac083_2008-04-06_317.npy,data/labels/ac083_2008-04-06_317_label.npy,1703.237,1707.979,0
data/features/ac083_2008-04-06_318.npy,data/labels/ac083_2008-04-06_318_label.npy,1708.379,1710.86,0
data/features/ac083_2008-04-06_319.npy,data/labels/ac083_2008-04-06_319_label.npy,1711.32,1713.881,0
data/features/ac083_2008-04-06_32.npy,data/labels/ac083_2008-04-06_32_label.npy,165.613,175.419,0
data/features/ac083_2008-04-06_320.npy,data/labels/ac083_2008-04-06_320_label.npy,1714.161,1717.562,0
data/features/ac083_2008-04-06_321.npy,data/labels/ac083_2008-04-06_321_label.npy,1717.982,1720.223,0
data/features/ac083_2008-04-06_322.npy,data/labels/ac083_2008-04-06_322_label.npy,1720.743,1722.724,0
data/features/ac083_2008-04-06_323.npy,data/labels/ac083_2008-04-06_323_label.npy,1722.764,1723.344,0
data/features/ac083_2008-04-06_324.npy,data/labels/ac083_2008-04-06_324_label.npy,1724.325,1725.745,0
data/features/ac083_2008-04-06_325.npy,data/labels/ac083_2008-04-06_325_label.npy,1726.506,1728.186,0
data/features/ac083_2008-04-06_326.npy,data/labels/ac083_2008-04-06_326_label.npy,1728.406,1729.207,0
data/features/ac083_2008-04-06_327.npy,data/labels/ac083_2008-04-06_327_label.npy,1729.767,1732.468,0
data/features/ac083_2008-04-06_328.npy,data/labels/ac083_2008-04-06_328_label.npy,1733.228,1741.291,0
data/features/ac083_2008-04-06_329.npy,data/labels/ac083_2008-04-06_329_label.npy,1742.091,1744.972,0
data/features/ac083_2008-04-06_33.npy,data/labels/ac083_2008-04-06_33_label.npy,176.119,179.441,0
