feature_file,label_file,start_time,end_time,label_list,label_count
data/features/ac083_2008-04-06_0051.npy,,303.62,308.122,[],0
data/features/ac083_2008-04-06_0052.npy,,308.822,309.622,[],0
data/features/ac083_2008-04-06_0053.npy,,310.163,310.983,[],0
data/features/ac083_2008-04-06_0054.npy,,313.163,314.224,[],0
data/features/ac083_2008-04-06_0055.npy,,314.244,314.924,[],0
data/features/ac083_2008-04-06_0056.npy,,314.944,315.484,[],0
data/features/ac083_2008-04-06_0057.npy,,315.784,316.965,[],0
data/features/ac083_2008-04-06_0058.npy,,317.045,323.288,[],0
data/features/ac083_2008-04-06_0059.npy,,323.428,326.209,[],0
data/features/ac083_2008-04-06_0060.npy,,326.609,329.471,[],0
data/features/ac083_2008-04-06_0061.npy,,330.211,332.833,"[(330.732, 331.732, 'Lexical Substitution')]",1
data/features/ac083_2008-04-06_0062.npy,,333.373,342.38,[],0
data/features/ac083_2008-04-06_0063.npy,,342.76,345.122,[],0
data/features/ac083_2008-04-06_0064.npy,,345.882,356.67,[],0
data/features/ac083_2008-04-06_0065.npy,,357.973,370.876,[],0
data/features/ac083_2008-04-06_0066.npy,,371.536,385.3,[],0
data/features/ac083_2008-04-06_0067.npy,,385.64,386.1,[],0
data/features/ac083_2008-04-06_0068.npy,,387.967,397.894,[],0
data/features/ac083_2008-04-06_0069.npy,,398.034,407.681,[],0
data/features/ac083_2008-04-06_0070.npy,,408.301,410.503,[],0
data/features/ac083_2008-04-06_0071.npy,,411.852,415.295,[],0
data/features/ac083_2008-04-06_0072.npy,,415.315,419.378,[],0
data/features/ac083_2008-04-06_0073.npy,,419.398,421.2,[],0
data/features/ac083_2008-04-06_0074.npy,,421.72,427.024,[],0
data/features/ac083_2008-04-06_0075.npy,,427.625,433.81,[],0
data/features/ac083_2008-04-06_0076.npy,,435.68,440.862,[],0
data/features/ac083_2008-04-06_0077.npy,,440.942,442.463,[],0
data/features/ac083_2008-04-06_0078.npy,,442.523,444.184,[],0
data/features/ac083_2008-04-06_0079.npy,,445.244,450.306,[],0
data/features/ac083_2008-04-06_0080.npy,,450.346,453.808,[],0
data/features/ac083_2008-04-06_0081.npy,,454.548,458.11,[],0
data/features/ac083_2008-04-06_0082.npy,,458.85,465.053,[],0
data/features/ac083_2008-04-06_0083.npy,,465.615,476.078,[],0
data/features/ac083_2008-04-06_0084.npy,,477.479,480.419,[],0
data/features/ac083_2008-04-06_0085.npy,,481.48,492.083,[],0
data/features/ac083_2008-04-06_0086.npy,,493.331,503.398,[],0
data/features/ac083_2008-04-06_0087.npy,,505.94,514.826,[],0
data/features/ac083_2008-04-06_0088.npy,,514.926,515.586,[],0
data/features/ac083_2008-04-06_0089.npy,,516.627,520.67,[],0
data/features/ac083_2008-04-06_0090.npy,,521.317,531.984,[],0
data/features/ac083_2008-04-06_0091.npy,,533.205,534.646,[],0
data/features/ac083_2008-04-06_0092.npy,,535.746,539.429,[],0
data/features/ac083_2008-04-06_0093.npy,,540.389,545.833,[],0
data/features/ac083_2008-04-06_0094.npy,,547.665,548.947,[],0
data/features/ac083_2008-04-06_0095.npy,,549.087,553.755,[],0
data/features/ac083_2008-04-06_0096.npy,,553.775,553.895,[],0
data/features/ac083_2008-04-06_0097.npy,,553.915,559.445,[],0
data/features/ac083_2008-04-06_0098.npy,,560.667,560.847,[],0
data/features/ac083_2008-04-06_0099.npy,,562.023,567.006,[],0
data/features/ac083_2008-04-06_0100.npy,,567.727,581.897,[],0
data/features/ac083_2008-04-06_0101.npy,,582.697,585.159,[],0
data/features/ac083_2008-04-06_0102.npy,,585.78,596.848,[],0
data/features/ac083_2008-04-06_0103.npy,,597.109,602.973,[],0
data/features/ac083_2008-04-06_0104.npy,,603.093,605.795,[],0
data/features/ac083_2008-04-06_0105.npy,,606.836,617.649,[],0
data/features/ac083_2008-04-06_0106.npy,,618.51,624.257,[],0
data/features/ac083_2008-04-06_0107.npy,,625.834,637.599,[],0
data/features/ac083_2008-04-06_0108.npy,,638.06,641.541,[],0
data/features/ac083_2008-04-06_0109.npy,,641.561,648.744,[],0
data/features/ac083_2008-04-06_0110.npy,,648.804,649.925,[],0
data/features/ac083_2008-04-06_0111.npy,,651.325,652.886,[],0
data/features/ac083_2008-04-06_0112.npy,,653.186,654.667,[],0
data/features/ac083_2008-04-06_0113.npy,,656.511,659.614,[],0
data/features/ac083_2008-04-06_0114.npy,,660.014,663.597,[],0
data/features/ac083_2008-04-06_0115.npy,,663.637,664.678,[],0
data/features/ac083_2008-04-06_0116.npy,,666.099,675.246,[],0
data/features/ac083_2008-04-06_0117.npy,,676.291,684.416,[],0
data/features/ac083_2008-04-06_0118.npy,,684.736,686.537,[],0
data/features/ac083_2008-04-06_0119.npy,,686.618,687.938,[],0
data/features/ac083_2008-04-06_0120.npy,,688.299,692.841,[],0
data/features/ac083_2008-04-06_0121.npy,,692.901,697.164,[],0
data/features/ac083_2008-04-06_0122.npy,,697.304,702.447,[],0
data/features/ac083_2008-04-06_0123.npy,,703.768,704.868,[],0
data/features/ac083_2008-04-06_0124.npy,,705.169,708.229,[],0
data/features/ac083_2008-04-06_0125.npy,,708.789,713.011,[],0
data/features/ac083_2008-04-06_0126.npy,,713.111,716.912,[],0
data/features/ac083_2008-04-06_0127.npy,,717.332,725.914,[],0
data/features/ac083_2008-04-06_0128.npy,,726.634,732.176,[],0
data/features/ac083_2008-04-06_0129.npy,,733.977,735.997,[],0
data/features/ac083_2008-04-06_0130.npy,,736.318,739.519,[],0
data/features/ac083_2008-04-06_0131.npy,,739.919,747.642,[],0
data/features/ac083_2008-04-06_0132.npy,,748.543,755.026,[],0
data/features/ac083_2008-04-06_0133.npy,,755.046,758.487,[],0
data/features/ac083_2008-04-06_0134.npy,,759.127,759.868,[],0
data/features/ac083_2008-04-06_0135.npy,,761.008,763.65,[],0
data/features/ac083_2008-04-06_0136.npy,,764.03,764.171,[],0
data/features/ac083_2008-04-06_0137.npy,,764.191,765.331,[],0
data/features/ac083_2008-04-06_0138.npy,,765.391,765.972,[],0
data/features/ac083_2008-04-06_0139.npy,,766.052,766.532,[],0
data/features/ac083_2008-04-06_0140.npy,,766.592,766.793,[],0
data/features/ac083_2008-04-06_0141.npy,,767.013,767.313,[],0
data/features/ac083_2008-04-06_0142.npy,,767.693,773.317,[],0
data/features/ac083_2008-04-06_0143.npy,,773.898,774.838,[],0
data/features/ac083_2008-04-06_0144.npy,,775.239,776.7,[],0
data/features/ac083_2008-04-06_0145.npy,,777.42,779.462,[],0
data/features/ac083_2008-04-06_0146.npy,,780.483,786.087,[],0
data/features/ac083_2008-04-06_0147.npy,,786.227,790.19,[],0
data/features/ac083_2008-04-06_0148.npy,,790.544,790.844,[],0
data/features/ac083_2008-04-06_0149.npy,,790.984,794.925,[],0
data/features/ac083_2008-04-06_0150.npy,,795.486,796.866,[],0
data/features/ac083_2008-04-06_0151.npy,,797.726,812.111,[],0
data/features/ac083_2008-04-06_0152.npy,,812.947,820.808,[],0
data/features/ac083_2008-04-06_0153.npy,,821.108,828.11,[],0
data/features/ac083_2008-04-06_0154.npy,,828.69,830.31,[],0
data/features/ac083_2008-04-06_0155.npy,,830.85,832.65,[],0
data/features/ac083_2008-04-06_0156.npy,,832.97,841.872,[],0
data/features/ac083_2008-04-06_0157.npy,,842.652,857.267,[],0
data/features/ac083_2008-04-06_0158.npy,,858.088,863.233,[],0
data/features/ac083_2008-04-06_0159.npy,,864.583,868.745,[],0
data/features/ac083_2008-04-06_0160.npy,,868.845,884.494,[],0
data/features/ac083_2008-04-06_0161.npy,,885.674,888.095,[],0
data/features/ac083_2008-04-06_0162.npy,,888.196,892.678,[],0
data/features/ac083_2008-04-06_0163.npy,,894.951,896.071,[],0
data/features/ac083_2008-04-06_0164.npy,,898.012,903.413,[],0
data/features/ac083_2008-04-06_0165.npy,,903.833,909.854,[],0
data/features/ac083_2008-04-06_0166.npy,,909.994,917.436,[],0
data/features/ac083_2008-04-06_0167.npy,,918.197,927.423,[],0
data/features/ac083_2008-04-06_0168.npy,,927.463,928.924,[],0
data/features/ac083_2008-04-06_0169.npy,,930.345,938.05,[],0
data/features/ac083_2008-04-06_0170.npy,,938.711,947.917,[],0
data/features/ac083_2008-04-06_0171.npy,,949.498,951.159,[],0
data/features/ac083_2008-04-06_0172.npy,,951.219,953.101,[],0
data/features/ac083_2008-04-06_0173.npy,,953.721,960.867,[],0
data/features/ac083_2008-04-06_0174.npy,,962.067,975.878,[],0
data/features/ac083_2008-04-06_0175.npy,,977.373,983.938,[],0
data/features/ac083_2008-04-06_0176.npy,,984.018,994.165,[],0
data/features/ac083_2008-04-06_0177.npy,,994.846,996.027,[],0
data/features/ac083_2008-04-06_0178.npy,,997.408,1004.313,[],0
data/features/ac083_2008-04-06_0179.npy,,1005.746,1021.87,[],0
data/features/ac083_2008-04-06_0180.npy,,1023.35,1028.091,[],0
data/features/ac083_2008-04-06_0181.npy,,1029.793,1033.836,[],0
data/features/ac083_2008-04-06_0182.npy,,1034.656,1041.361,[],0
data/features/ac083_2008-04-06_0183.npy,,1042.702,1049.927,[],0
data/features/ac083_2008-04-06_0184.npy,,1050.808,1057.833,[],0
data/features/ac083_2008-04-06_0185.npy,,1059.014,1064.885,[],0
data/features/ac083_2008-04-06_0186.npy,,1066.368,1070.716,[],0
data/features/ac083_2008-04-06_0187.npy,,1072.074,1081.44,[],0
data/features/ac083_2008-04-06_0188.npy,,1081.74,1092.266,[],0
data/features/ac083_2008-04-06_0189.npy,,1092.682,1092.862,[],0
data/features/ac083_2008-04-06_0190.npy,,1092.902,1102.091,[],0
data/features/ac083_2008-04-06_0191.npy,,1103.212,1106.835,[],0
data/features/ac083_2008-04-06_0192.npy,,1107.516,1107.656,[],0
data/features/ac083_2008-04-06_0193.npy,,1107.676,1112.661,[],0
data/features/ac083_2008-04-06_0194.npy,,1113.436,1115.478,[],0
data/features/ac083_2008-04-06_0195.npy,,1115.638,1122.784,[],0
data/features/ac083_2008-04-06_0196.npy,,1124.045,1131.812,[],0
data/features/ac083_2008-04-06_0197.npy,,1132.032,1139.339,[],0
data/features/ac083_2008-04-06_0198.npy,,1140.945,1150.749,[],0
data/features/ac083_2008-04-06_0199.npy,,1151.71,1156.292,[],0
data/features/ac083_2008-04-06_0200.npy,,1156.592,1157.492,[],0
data/features/ac083_2008-04-06_0201.npy,,1157.973,1158.793,[],0
data/features/ac083_2008-04-06_0202.npy,,1159.537,1163.779,[],0
data/features/ac083_2008-04-06_0203.npy,,1164.539,1168.521,[],0
data/features/ac083_2008-04-06_0204.npy,,1169.342,1175.384,[],0
data/features/ac083_2008-04-06_0205.npy,,1176.145,1176.925,[],0
data/features/ac083_2008-04-06_0206.npy,,1177.105,1178.886,[],0
data/features/ac083_2008-04-06_0207.npy,,1178.906,1181.247,[],0
data/features/ac083_2008-04-06_0208.npy,,1181.267,1182.628,[],0
data/features/ac083_2008-04-06_0209.npy,,1183.028,1187.67,[],0
data/features/ac083_2008-04-06_0210.npy,,1188.453,1190.635,[],0
data/features/ac083_2008-04-06_0211.npy,,1190.815,1192.056,[],0
data/features/ac083_2008-04-06_0212.npy,,1192.076,1194.758,[],0
data/features/ac083_2008-04-06_0213.npy,,1194.838,1196.098,[],0
data/features/ac083_2008-04-06_0214.npy,,1196.439,1200.422,[],0
data/features/ac083_2008-04-06_0215.npy,,1200.462,1201.482,[],0
data/features/ac083_2008-04-06_0216.npy,,1201.542,1204.504,[],0
data/features/ac083_2008-04-06_0217.npy,,1204.685,1205.065,[],0
data/features/ac083_2008-04-06_0218.npy,,1205.165,1206.486,[],0
data/features/ac083_2008-04-06_0219.npy,,1207.819,1215.305,[],0
data/features/ac083_2008-04-06_0220.npy,,1215.905,1217.446,[],0
data/features/ac083_2008-04-06_0221.npy,,1217.967,1223.911,[],0
data/features/ac083_2008-04-06_0222.npy,,1224.311,1225.092,[],0
data/features/ac083_2008-04-06_0223.npy,,1225.332,1225.552,[],0
data/features/ac083_2008-04-06_0224.npy,,1225.572,1227.954,[],0
data/features/ac083_2008-04-06_0225.npy,,1228.274,1229.575,[],0
data/features/ac083_2008-04-06_0226.npy,,1229.615,1230.135,[],0
data/features/ac083_2008-04-06_0227.npy,,1230.175,1233.718,[],0
data/features/ac083_2008-04-06_0228.npy,,1233.938,1235.82,[],0
data/features/ac083_2008-04-06_0229.npy,,1237.557,1237.857,[],0
data/features/ac083_2008-04-06_0230.npy,,1238.278,1240.699,[],0
data/features/ac083_2008-04-06_0231.npy,,1241.019,1242.18,[],0
data/features/ac083_2008-04-06_0232.npy,,1242.801,1249.105,[],0
data/features/ac083_2008-04-06_0233.npy,,1249.385,1251.647,[],0
data/features/ac083_2008-04-06_0234.npy,,1251.967,1262.775,[],0
data/features/ac083_2008-04-06_0235.npy,,1264.265,1269.387,[],0
data/features/ac083_2008-04-06_0236.npy,,1270.007,1277.33,[],0
data/features/ac083_2008-04-06_0237.npy,,1278.09,1281.971,[],0
data/features/ac083_2008-04-06_0238.npy,,1282.912,1286.773,[],0
data/features/ac083_2008-04-06_0239.npy,,1288.061,1292.965,[],0
data/features/ac083_2008-04-06_0240.npy,,1293.725,1305.574,[],0
data/features/ac083_2008-04-06_0241.npy,,1306.134,1312.719,[],0
data/features/ac083_2008-04-06_0242.npy,,1314.035,1320.7,[],0
data/features/ac083_2008-04-06_0243.npy,,1322.222,1328.266,[],0
data/features/ac083_2008-04-06_0244.npy,,1328.787,1334.571,[],0
data/features/ac083_2008-04-06_0245.npy,,1334.651,1339.695,[],0
data/features/ac083_2008-04-06_0246.npy,,1340.222,1344.224,[],0
data/features/ac083_2008-04-06_0247.npy,,1344.564,1349.246,[],0
data/features/ac083_2008-04-06_0248.npy,,1350.167,1356.19,[],0
data/features/ac083_2008-04-06_0249.npy,,1356.77,1360.712,[],0
data/features/ac083_2008-04-06_0250.npy,,1361.826,1370.756,[],0
data/features/ac083_2008-04-06_0251.npy,,1371.337,1375.982,[],0
data/features/ac083_2008-04-06_0252.npy,,1376.202,1382.77,[],0
data/features/ac083_2008-04-06_0253.npy,,1382.99,1385.551,[],0
data/features/ac083_2008-04-06_0254.npy,,1385.651,1391.072,[],0
data/features/ac083_2008-04-06_0255.npy,,1391.653,1412.139,[],0
data/features/ac083_2008-04-06_0256.npy,,1413.159,1417.263,[],0
data/features/ac083_2008-04-06_0257.npy,,1417.363,1427.01,[],0
data/features/ac083_2008-04-06_0258.npy,,1428.311,1429.592,[],0
data/features/ac083_2008-04-06_0259.npy,,1429.933,1438.199,[],0
data/features/ac083_2008-04-06_0260.npy,,1438.499,1439.44,[],0
data/features/ac083_2008-04-06_0261.npy,,1439.861,1440.141,[],0
data/features/ac083_2008-04-06_0262.npy,,1440.97,1442.491,[],0
data/features/ac083_2008-04-06_0263.npy,,1442.572,1457.946,[],0
data/features/ac083_2008-04-06_0264.npy,,1458.306,1458.526,[],0
data/features/ac083_2008-04-06_0265.npy,,1458.767,1459.007,[],0
data/features/ac083_2008-04-06_0266.npy,,1459.838,1463.961,[],0
data/features/ac083_2008-04-06_0267.npy,,1464.241,1471.646,[],0
data/features/ac083_2008-04-06_0268.npy,,1473.708,1478.071,[],0
data/features/ac083_2008-04-06_0269.npy,,1479.381,1485.247,[],0
data/features/ac083_2008-04-06_0270.npy,,1486.128,1495.797,[],0
data/features/ac083_2008-04-06_0271.npy,,1496.197,1498.699,[],0
data/features/ac083_2008-04-06_0272.npy,,1499.16,1499.28,[],0
data/features/ac083_2008-04-06_0273.npy,,1500.054,1507.064,[],0
data/features/ac083_2008-04-06_0274.npy,,1508.225,1511.249,[],0
data/features/ac083_2008-04-06_0275.npy,,1511.55,1515.235,[],0
data/features/ac083_2008-04-06_0276.npy,,1516.485,1518.486,[],0
data/features/ac083_2008-04-06_0277.npy,,1518.586,1524.79,"[(1519.227, 1520.367, 'Phonological Addition')]",1
data/features/ac083_2008-04-06_0278.npy,,1525.791,1535.337,[],0
data/features/ac083_2008-04-06_0279.npy,,1536.338,1538.82,[],0
data/features/ac083_2008-04-06_0280.npy,,1540.209,1547.014,[],0
data/features/ac083_2008-04-06_0281.npy,,1547.575,1551.598,[],0
data/features/ac083_2008-04-06_0282.npy,,1552.418,1561.024,"[(1553.299, 1554.019, 'Phonological Substitution')]",1
data/features/ac083_2008-04-06_0283.npy,,1561.185,1567.87,[],0
data/features/ac083_2008-04-06_0284.npy,,1568.69,1577.82,[],0
data/features/ac083_2008-04-06_0285.npy,,1577.84,1584.507,[],0
data/features/ac083_2008-04-06_0286.npy,,1585.464,1585.684,[],0
data/features/ac083_2008-04-06_0287.npy,,1585.744,1594.647,[],0
data/features/ac083_2008-04-06_0288.npy,,1594.707,1599.368,[],0
data/features/ac083_2008-04-06_0289.npy,,1599.408,1601.189,[],0
data/features/ac083_2008-04-06_0290.npy,,1604.15,1614.838,[],0
data/features/ac083_2008-04-06_0291.npy,,1614.858,1622.084,[],0
data/features/ac083_2008-04-06_0292.npy,,1622.104,1632.252,[],0
data/features/ac083_2008-04-06_0293.npy,,1632.89,1636.491,[],0
data/features/ac083_2008-04-06_0294.npy,,1636.571,1639.912,[],0
data/features/ac083_2008-04-06_0295.npy,,1640.632,1645.173,"[(1641.892, 1642.972, 'Phonological Addition')]",1
data/features/ac083_2008-04-06_0296.npy,,1645.893,1646.473,[],0
data/features/ac083_2008-04-06_0297.npy,,1646.533,1648.173,[],0
data/features/ac083_2008-04-06_0298.npy,,1648.413,1655.175,[],0
data/features/ac083_2008-04-06_0299.npy,,1655.905,1656.745,[],0
data/features/ac083_2008-04-06_0300.npy,,1656.785,1659.306,[],0
data/features/ac083_2008-04-06_0301.npy,,1659.326,1669.771,[],0
data/features/ac083_2008-04-06_0302.npy,,1669.791,1670.631,[],0
data/features/ac083_2008-04-06_0303.npy,,1671.311,1672.732,[],0
data/features/ac083_2008-04-06_0304.npy,,1675.894,1677.374,[],0
data/features/ac083_2008-04-06_0305.npy,,1677.414,1677.955,[],0
data/features/ac083_2008-04-06_0306.npy,,1678.055,1678.135,[],0
data/features/ac083_2008-04-06_0307.npy,,1678.155,1679.115,[],0
data/features/ac083_2008-04-06_0308.npy,,1679.215,1679.535,[],0
data/features/ac083_2008-04-06_0309.npy,,1680.175,1683.556,[],0
data/features/ac083_2008-04-06_0310.npy,,1684.136,1687.798,[],0
data/features/ac083_2008-04-06_0311.npy,,1688.238,1690.218,[],0
data/features/ac083_2008-04-06_0312.npy,,1690.898,1692.459,[],0
data/features/ac083_2008-04-06_0313.npy,,1692.499,1694.279,[],0
data/features/ac083_2008-04-06_0314.npy,,1694.6,1697.08,[],0
data/features/ac083_2008-04-06_0315.npy,,1697.741,1701.322,[],0
data/features/ac083_2008-04-06_0316.npy,,1701.682,1702.382,[],0
data/features/ac083_2008-04-06_0317.npy,,1703.237,1707.979,[],0
data/features/ac083_2008-04-06_0318.npy,,1708.379,1710.86,[],0
data/features/ac083_2008-04-06_0319.npy,,1711.32,1713.881,[],0
data/features/ac083_2008-04-06_0320.npy,,1714.161,1717.562,[],0
data/features/ac083_2008-04-06_0321.npy,,1717.982,1720.223,[],0
data/features/ac083_2008-04-06_0322.npy,,1720.743,1722.724,[],0
data/features/ac083_2008-04-06_0323.npy,,1722.764,1723.344,[],0
data/features/ac083_2008-04-06_0324.npy,,1724.325,1725.745,[],0
data/features/ac083_2008-04-06_0325.npy,,1726.506,1728.186,[],0
data/features/ac083_2008-04-06_0326.npy,,1728.406,1729.207,[],0
data/features/ac083_2008-04-06_0327.npy,,1729.767,1732.468,[],0
data/features/ac083_2008-04-06_0328.npy,,1733.228,1741.291,[],0
data/features/ac083_2008-04-06_0329.npy,,1742.091,1744.972,[],0
data/features/ac083_2008-04-06_0330.npy,,1745.473,1747.073,[],0
data/features/ac083_2008-04-06_0331.npy,,1747.533,1749.574,[],0
data/features/ac083_2008-04-06_0332.npy,,1750.134,1756.697,[],0
data/features/ac084_2008-04-13_0001.npy,,0.69,7.676,[],0
data/features/ac084_2008-04-13_0002.npy,,8.137,12.861,[],0
data/features/ac084_2008-04-13_0003.npy,,18.291,22.874,[],0
data/features/ac084_2008-04-13_0004.npy,,23.495,25.096,[],0
data/features/ac084_2008-04-13_0005.npy,,25.777,32.602,[],0
data/features/ac084_2008-04-13_0006.npy,,33.142,40.728,[],0
data/features/ac084_2008-04-13_0007.npy,,41.168,41.628,[],0
data/features/ac084_2008-04-13_0008.npy,,42.009,43.27,[],0
data/features/ac084_2008-04-13_0009.npy,,43.85,44.791,[],0
data/features/ac084_2008-04-13_0010.npy,,45.852,49.055,[],0
data/features/ac084_2008-04-13_0011.npy,,49.595,50.716,[],0
data/features/ac084_2008-04-13_0012.npy,,53.738,55.72,[],0
data/features/ac084_2008-04-13_0013.npy,,55.8,58.482,[],0
data/features/ac084_2008-04-13_0014.npy,,59.923,65.146,[],0
data/features/ac084_2008-04-13_0015.npy,,65.887,66.167,[],0
data/features/ac084_2008-04-13_0016.npy,,66.768,72.432,[],0
data/features/ac084_2008-04-13_0017.npy,,72.652,73.513,[],0
data/features/ac084_2008-04-13_0018.npy,,74.105,76.547,[],0
data/features/ac084_2008-04-13_0019.npy,,77.268,82.192,[],0
data/features/ac084_2008-04-13_0020.npy,,83.052,84.193,[],0
data/features/ac084_2008-04-13_0021.npy,,84.233,84.874,[],0
data/features/ac084_2008-04-13_0022.npy,,84.894,87.516,[],0
data/features/ac084_2008-04-13_0023.npy,,87.916,93.961,[],0
data/features/ac084_2008-04-13_0024.npy,,94.482,96.023,[],0
data/features/ac084_2008-04-13_0025.npy,,97.244,99.886,[],0
data/features/ac084_2008-04-13_0026.npy,,100.046,100.747,[],0
data/features/ac084_2008-04-13_0027.npy,,101.44,103.041,[],0
data/features/ac084_2008-04-13_0028.npy,,103.301,103.541,[],0
data/features/ac084_2008-04-13_0029.npy,,104.462,115.008,[],0
data/features/ac084_2008-04-13_0030.npy,,115.668,117.129,[],0
data/features/ac084_2008-04-13_0031.npy,,117.43,123.113,[],0
data/features/ac084_2008-04-13_0032.npy,,123.763,127.285,[],0
data/features/ac084_2008-04-13_0033.npy,,127.585,137.731,[],0
data/features/ac084_2008-04-13_0034.npy,,138.532,149.579,[],0
data/features/ac084_2008-04-13_0035.npy,,151.2,151.36,[],0
data/features/ac084_2008-04-13_0036.npy,,152.341,155.284,[],0
data/features/ac084_2008-04-13_0037.npy,,155.564,166.953,[],0
data/features/ac084_2008-04-13_0038.npy,,167.213,168.815,[],0
data/features/ac084_2008-04-13_0039.npy,,169.537,178.881,[],0
data/features/ac084_2008-04-13_0040.npy,,179.662,192.767,[],0
data/features/ac084_2008-04-13_0041.npy,,194.389,207.59,[],0
data/features/ac084_2008-04-13_0042.npy,,208.663,209.464,[],0
data/features/ac084_2008-04-13_0043.npy,,209.484,214.467,[],0
data/features/ac084_2008-04-13_0044.npy,,214.967,216.168,[],0
data/features/ac084_2008-04-13_0045.npy,,216.308,222.312,[],0
data/features/ac084_2008-04-13_0046.npy,,224.694,233.625,[],0
data/features/ac084_2008-04-13_0047.npy,,234.026,244.018,[],0
data/features/ac084_2008-04-13_0048.npy,,244.358,256.986,[],0
data/features/ac084_2008-04-13_0049.npy,,258.155,261.156,[],0
data/features/ac084_2008-04-13_0050.npy,,261.556,263.917,[],0
data/features/ac084_2008-04-13_0051.npy,,263.937,274.16,[],0
data/features/ac084_2008-04-13_0052.npy,,274.881,287.345,[],0
data/features/ac084_2008-04-13_0053.npy,,288.45,294.492,[],0
data/features/ac084_2008-04-13_0054.npy,,295.492,316.537,[],0
data/features/ac084_2008-04-13_0055.npy,,317.785,327.527,[],0
data/features/ac084_2008-04-13_0056.npy,,328.207,333.648,[],0
data/features/ac084_2008-04-13_0057.npy,,334.068,337.369,[],0
data/features/ac084_2008-04-13_0058.npy,,337.709,340.29,[],0
data/features/ac084_2008-04-13_0059.npy,,341.45,346.311,[],0
data/features/ac084_2008-04-13_0060.npy,,347.21,365.302,[],0
data/features/ac084_2008-04-13_0061.npy,,365.322,376.669,[],0
data/features/ac084_2008-04-13_0062.npy,,377.315,382.857,[],0
data/features/ac084_2008-04-13_0063.npy,,383.237,395.04,[],0
data/features/ac084_2008-04-13_0064.npy,,395.36,403.322,[],0
data/features/ac084_2008-04-13_0065.npy,,403.622,406.623,[],0
data/features/ac084_2008-04-13_0066.npy,,407.846,409.878,[],0
