file,label,start,end
/gb/gb059_2014-03-18.mp3,Lexical Substitution,2341.2360000000003,2342.0359999999996
/gb/gb059_2014-03-18.mp3,Word Deletion,3615.4,3615.7999999999997
/gb/gb060_2014-03-25.mp3,Phonological Substitution,740.8,741.2
/gb/gb060_2014-03-25.mp3,Phonological Addition,1323.5929999999998,1324.374
/gb/gb060_2014-03-25.mp3,Lexical Substitution,2071.1560000000004,2071.556
/gb/gb060_2014-03-25.mp3,Phonological Addition,2777.1000000000004,2777.5
/gb/gb060_2014-03-25.mp3,Phonological Substitution,59.775,60.775000000000006
/gb/gb060_2014-03-25.mp3,Phonological Substitution,301.387,302.127
/gb/gb060_2014-03-25.mp3,Phonological Deletion,638.1759999999999,638.7560000000001
/gb/gb060_2014-03-25.mp3,Phonological Addition,2047.667,2049.067
/gb/gb060_2014-03-25.mp3,Phonological Substitution,2331.2140000000004,2331.614
/gb/gb061_2014-04-01.mp3,Phonological Substitution,139.09400000000002,139.51399999999998
/gb/gb061_2014-04-01.mp3,Phonological Substitution,143.55800000000002,144.31799999999998
/gb/gb061_2014-04-01.mp3,Lexical Substitution,210.446,210.84599999999998
/gb/gb061_2014-04-01.mp3,Lexical Substitution,342.324,342.74399999999997
/gb/gb061_2014-04-01.mp3,Lexical Substitution,515.43,516.6500000000001
/gb/gb061_2014-04-01.mp3,Lexical Substitution,1031.991,1032.411
/gb/gb061_2014-04-01.mp3,Phonological Substitution,1164.3709999999999,1164.771
/gb/gb061_2014-04-01.mp3,Phonological Deletion,2044.47,2044.8700000000001
/gb/gb061_2014-04-01.mp3,Phonological Substitution,2054.9590000000003,2055.5589999999997
/gb/gb061_2014-04-01.mp3,Lexical Substitution,2972.818,2973.218
/ltl/ltl008_2013-01-02.mp3,Lexical Substitution,1850.884,1851.284
/ltl/ltl008_2013-01-02.mp3,Phonological Substitution,2474.454,2475.854
/ltl/ltl008_2013-01-02.mp3,Phonological Substitution,2694.601,2695.281
/ltl/ltl008_2013-01-02.mp3,Phonological Substitution,4111.182,4111.642
/ltl/ltl008_2013-01-02.mp3,Phonological Addition,2179.569,2180.489
/ltl/ltl008_2013-01-02.mp3,Phonological Substitution,2901.6850000000004,2902.085
/ltl/ltl008_2013-01-02.mp3,Phonological Substitution,4062.13,4062.89
/ltl/ltl009_2013-01-09.mp3,Phonological Substitution,128.309,128.70899999999997
/ltl/ltl009_2013-01-09.mp3,Phonological Substitution,166.198,167.158
/ltl/ltl009_2013-01-09.mp3,Phonological Addition,812.915,813.355
/ltl/ltl009_2013-01-09.mp3,Lexical Substitution,2783.525,2784.645
/ltl/ltl009_2013-01-09.mp3,Lexical Substitution,2973.476,2974.116
/ltl/ltl009_2013-01-09.mp3,Phonological Addition,247.387,248.087
/ltl/ltl014_2013-02-13.mp3,Phonological Substitution,178.34900000000002,178.749
/ltl/ltl014_2013-02-13.mp3,Phonological Substitution,2022.181,2022.5810000000001
/ltl/ltl014_2013-02-13.mp3,Phonological Addition,688.0329999999999,688.893
/rt/rt037_2009-11-25.mp3,Phonological Substitution,206.952,207.892
/rt/rt037_2009-11-25.mp3,Lexical Substitution,553.1179999999999,560.5640000000001
/rt/rt037_2009-11-25.mp3,Phonological Substitution,677.8919999999999,678.312
/rt/rt037_2009-11-25.mp3,Lexical Substitution,2457.335,2457.7349999999997
/rt/rt037_2009-11-25.mp3,Lexical Substitution,4568.33,4569.51
/rt/rt037_2009-11-25.mp3,Phonological Substitution,5246.476000000001,5246.916
/rt/rt037_2009-11-25.mp3,Phonological Substitution,5886.636,5887.036
/rt/rt037_2009-11-25.mp3,Phonological Deletion,1087.177,1087.9170000000001
/rt/rt037_2009-11-25.mp3,Phonological Addition,2160.795,2161.1949999999997
/rt/rt037_2009-11-25.mp3,Phonological Substitution,4540.9580000000005,4541.918
/rt/rt037_2009-11-25.mp3,Phonological Substitution,5239.271,5240.191
/rt/rt037_2009-11-25.mp3,Phonological Substitution,5303.650000000001,5304.2699999999995
/rt/rt038_2009-12-02.mp3,Phonological Substitution,355.84000000000003,361.024
/rt/rt038_2009-12-02.mp3,Phonological Substitution,1861.1979999999999,1861.598
/rt/rt038_2009-12-02.mp3,Phonological Substitution,2030.568,2031.008
/rt/rt038_2009-12-02.mp3,Lexical Substitution,2276.304,2276.7039999999997
/rt/rt038_2009-12-02.mp3,Phonological Substitution,2396.726,2397.1859999999997
/rt/rt038_2009-12-02.mp3,Phonological Substitution,3568.3300000000004,3568.73
/rt/rt038_2009-12-02.mp3,Phonological Deletion,4678.84,4679.679999999999
/rt/rt038_2009-12-02.mp3,Word Deletion,5138.896,5139.295999999999
/rt/rt038_2009-12-02.mp3,Phonological Deletion,450.49,451.34999999999997
/rt/rt038_2009-12-02.mp3,Phonological Substitution,639.279,639.6790000000001
/rt/rt038_2009-12-02.mp3,Phonological Substitution,1967.018,1967.818
/rt/rt038_2009-12-02.mp3,Phonological Substitution,2302.4410000000003,2303.162
/rt/rt038_2009-12-02.mp3,Phonological Substitution,2558.784,2559.2239999999997
/rt/rt038_2009-12-02.mp3,Phonological Substitution,3039.268,3039.9089999999997
/rt/rt038_2009-12-02.mp3,Phonological Substitution,4400.966,4401.366
/rt/rt038_2009-12-02.mp3,Phonological Deletion,4666.193,4667.612999999999
/rt/rt038_2009-12-02.mp3,Lexical Substitution,4775.019,4775.419
/rt/rt038_2009-12-02.mp3,Phonological Substitution,5342.204000000001,5342.764
/rt/rt039_2009-12-09.mp3,Phonological Substitution,110.79899999999999,111.399
/rt/rt039_2009-12-09.mp3,Phonological Substitution,662.329,662.729
/rt/rt039_2009-12-09.mp3,Phonological Addition,1767.012,1767.732
/rt/rt039_2009-12-09.mp3,Phonological Addition,1849.494,1849.894
/whc/whc001_2014-07-09.mp3,Lexical Substitution,196.555,198.21499999999997
/whc/whc001_2014-07-09.mp3,Word Deletion,316.297,317.217
/whc/whc001_2014-07-09.mp3,Lexical Substitution,631.0809999999999,632.481
/whc/whc001_2014-07-09.mp3,Lexical Substitution,982.971,983.3710000000001
/whc/whc001_2014-07-09.mp3,Lexical Substitution,1143.9569999999999,1144.757
/whc/whc001_2014-07-09.mp3,Lexical Substitution,754.8929999999999,755.673
/whc/whc001_2014-07-09.mp3,Lexical Substitution,1248.883,1249.5230000000001
/whc/whc002_2014-07-09.mp3,Lexical Substitution,42.827,43.227000000000004
/whc/whc002_2014-07-09.mp3,Phonological Substitution,193.239,194.039
/whc/whc002_2014-07-09.mp3,Lexical Substitution,641.18,641.9200000000001
/whc/whc002_2014-07-09.mp3,Phonological Substitution,284.423,285.383
/whc/whc002_2014-07-09.mp3,Phonological Substitution,335.582,336.98199999999997
/whc/whc003_2014-07-09.mp3,Lexical Substitution,254.889,255.69
/whc/whc003_2014-07-09.mp3,Lexical Substitution,337.399,338.079
/whc/whc003_2014-07-09.mp3,Word Addition,351.165,351.565
/whc/whc003_2014-07-09.mp3,Phonological Substitution,893.8969999999999,894.337
/whc/whc003_2014-07-09.mp3,Phonological Substitution,1073.116,1073.516
/whc/whc003_2014-07-09.mp3,Phonological Substitution,579.053,579.8340000000001
/whc/whc003_2014-07-09.mp3,Phonological Substitution,652.8969999999999,653.7370000000001
/whc/whc003_2014-07-09.mp3,Phonological Deletion,759.68,760.46
/whc/whc004_2014-07-11.mp3,Lexical Substitution,457.795,458.495
/whc/whc004_2014-07-11.mp3,Phonological Substitution,542.5649999999999,543.1450000000001
/whc/whc004_2014-07-11.mp3,Lexical Substitution,572.279,572.6790000000001
/whc/whc004_2014-07-11.mp3,Phonological Substitution,713.084,713.985
/whc/whc004_2014-07-11.mp3,Phonological Addition,1269.423,1269.823
/whc/whc004_2014-07-11.mp3,Lexical Substitution,162.08,162.76
/whc/whc004_2014-07-11.mp3,Phonological Deletion,1208.091,1208.791
/whc/whc005_2014-07-14.mp3,Lexical Substitution,295.599,295.99899999999997
/whc/whc005_2014-07-14.mp3,Phonological Substitution,508.937,509.337
/whc/whc005_2014-07-14.mp3,Phonological Addition,1236.085,1236.545
whc005_2014-07-14.mp3,Phonological Substitution,158.8,159.2
/whc/whc005_2014-07-14.mp3,Phonological Deletion,261.142,261.902
/whc/whc005_2014-07-14.mp3,Phonological Deletion,633.813,634.5540000000001
/whc/whc005_2014-07-14.mp3,Phonological Substitution,1207.453,1207.873
/whc/whc006_2014-07-16.mp3,Phonological Deletion,194.583,195.003
/whc/whc006_2014-07-16.mp3,Phonological Addition,612.569,613.2090000000001
/whc/whc006_2014-07-16.mp3,Phonological Substitution,803.736,804.297
/whc/whc006_2014-07-16.mp3,Phonological Substitution,1180.397,1181.797
/whc/whc007_2014-07-18.mp3,Lexical Substitution,171.429,173.48999999999998
/whc/whc007_2014-07-18.mp3,Phonological Addition,491.17400000000004,491.614
/whc/whc007_2014-07-18.mp3,Word Deletion,583.934,584.3340000000001
/whc/whc007_2014-07-18.mp3,Phonological Addition,1161.0159999999998,1161.757
/whc/whc008_2014-07-20.mp3,Phonological Addition,290.337,292.018
/whc/whc008_2014-07-20.mp3,Lexical Substitution,1019.7289999999999,1021.0500000000001
/whc/whc008_2014-07-20.mp3,Word Addition,1060.627,1061.027
/whc/whc008_2014-07-20.mp3,Phonological Addition,357.36,357.76
/whc/whc008_2014-07-20.mp3,Lexical Substitution,775.323,776.1030000000001
/whc/whc008_2014-07-20.mp3,Phonological Substitution,788.6469999999999,789.307
/whc/whc009_2014-07-22.mp3,Phonological Substitution,392.119,392.839
/whc/whc009_2014-07-22.mp3,Lexical Substitution,560.285,560.6850000000001
/whc/whc009_2014-07-22.mp3,Lexical Substitution,1079.004,1079.404
/whc/whc010_2014-07-24.mp3,Phonological Substitution,238.983,240.343
/whc/whc010_2014-07-24.mp3,Phonological Addition,294.986,295.38599999999997
/whc/whc010_2014-07-24.mp3,Lexical Substitution,432.334,433.734
/whc/whc010_2014-07-24.mp3,Phonological Deletion,546.591,547.4910000000001
/whc/whc010_2014-07-24.mp3,Phonological Substitution,925.477,926.118
/whc/whc011_2014-07-27.mp3,Phonological Substitution,244.02,245.16
/whc/whc011_2014-07-27.mp3,Phonological Substitution,915.886,916.2860000000001
/whc/whc011_2014-07-27.mp3,Lexical Substitution,1073.772,1074.172
/whc/whc011_2014-07-27.mp3,Word Addition,474.06600000000003,474.646
/whc/whc011_2014-07-27.mp3,Phonological Substitution,708.8399999999999,709.26
/whc/whc011_2014-07-27.mp3,Lexical Substitution,1264.194,1264.814
/whc/whc012_2014-07-30.mp3,Phonological Substitution,471.796,472.416
/ac/ac017_2006-12-31.mp3,Phonological Substitution,768.842,769.2420000000001
/ac/ac017_2006-12-31.mp3,Lexical Substitution,1247.43,1248.711
/ac/ac033_2007-04-22.mp3,Phonological Substitution,545.938,546.8190000000001
/ac/ac033_2007-04-22.mp3,Lexical Substitution,576.9749999999999,577.375
/ac/ac033_2007-04-22.mp3,Phonological Substitution,583.976,584.416
/ac/ac033_2007-04-22.mp3,Lexical Substitution,971.4399999999999,980.6080000000001
/ac/ac033_2007-04-22.mp3,Lexical Substitution,1190.8709999999999,1191.271
/ac/ac033_2007-04-22.mp3,Lexical Substitution,1735.723,1737.083
/ac/ac034_2007-04-30.mp3,Phonological Substitution,930.5849999999999,931.2660000000001
/ac/ac034_2007-04-30.mp3,Phonological Substitution,1351.99,1352.911
/ac/ac036_2007-05-14.mp3,Phonological Substitution,329.938,330.478
/ac/ac036_2007-05-14.mp3,Phonological Substitution,413.726,414.566
/ac/ac036_2007-05-14.mp3,Phonological Addition,553.5709999999999,554.0110000000001
/ac/ac036_2007-05-14.mp3,Phonological Substitution,590.925,591.706
/ac/ac036_2007-05-14.mp3,Phonological Substitution,775.2729999999999,774.952
/ac/ac036_2007-05-14.mp3,Lexical Substitution,1238.158,1238.558
/ac/ac038_2007-05-28.mp3,Phonological Addition,456.394,457.25399999999996
/ac/ac038_2007-05-28.mp3,Phonological Deletion,1012.697,1013.897
/ac/ac038_2007-05-28.mp3,Phonological Substitution,1401.714,1402.174
/ac/ac041_2007-06-18.mp3,Phonological Substitution,473.72700000000003,474.127
/ac/ac041_2007-06-18.mp3,Phonological Addition,575.0179999999999,576.4390000000001
/ac/ac041_2007-06-18.mp3,Lexical Substitution,756.8349999999999,757.235
/ac/ac041_2007-06-18.mp3,Lexical Substitution,898.827,899.2270000000001
/ac/ac041_2007-06-18.mp3,Lexical Substitution,950.755,951.1550000000001
/ac/ac041_2007-06-18.mp3,Phonological Addition,1479.764,1481.125
/ac/ac043_2007-07-02.mp3,Word Deletion,249.238,249.939
/ac/ac043_2007-07-02.mp3,Phonological Substitution,570.9,571.88
/ac/ac043_2007-07-02.mp3,Phonological Substitution,647.4029999999999,647.883
/ac/ac043_2007-07-02.mp3,Phonological Substitution,1093.331,1094.372
/ac/ac043_2007-07-02.mp3,Phonological Substitution,1261.451,1262.451
/ac/ac043_2007-07-02.mp3,Phonological Substitution,1442.378,1442.838
/ac/ac043_2007-07-02.mp3,Phonological Addition,1521.805,1522.2450000000001
/ac/ac045_2007-07-16.mp3,Lexical Substitution,62.016,62.416000000000004
/ac/ac045_2007-07-16.mp3,Phonological Substitution,318.681,319.501
/ac/ac045_2007-07-16.mp3,Phonological Addition,612.199,612.639
/ac/ac045_2007-07-16.mp3,Phonological Deletion,988.8929999999999,989.793
/ac/ac045_2007-07-16.mp3,Phonological Substitution,1021.8199999999999,1022.4200000000001
/ac/ac048_2007-08-06.mp3,Phonological Substitution,553.818,554.599
/ac/ac048_2007-08-06.mp3,Lexical Substitution,743.2189999999999,743.619
/ac/ac048_2007-08-06.mp3,Phonological Deletion,978.1429999999999,978.5630000000001
/ac/ac048_2007-08-06.mp3,Lexical Substitution,1030.209,1030.6090000000002
/ac/ac048_2007-08-06.mp3,Lexical Substitution,1079.288,1079.688
/ac/ac048_2007-08-06.mp3,Phonological Substitution,1339.792,1340.652
/ac/ac050_2007-08-20.mp3,Phonological Deletion,1264.0929999999998,1265.493
/ac/ac052_2007-09-03.mp3,Phonological Deletion,600.9369999999999,601.837
/ac/ac052_2007-09-03.mp3,Phonological Substitution,705.8539999999999,706.254
/ac/ac052_2007-09-03.mp3,Lexical Substitution,858.007,859.427
/ac/ac052_2007-09-03.mp3,Phonological Substitution,1488.4489999999998,1489.3890000000001
/ac/ac056_2007-10-01.mp3,Phonological Addition,416.651,417.051
/ac/ac056_2007-10-01.mp3,Phonological Substitution,448.531,449.11199999999997
/ac/ac056_2007-10-01.mp3,Phonological Substitution,864.5649999999999,865.065
/ac/ac057_2007-10-08.mp3,Phonological Substitution,98.448,99.349
/ac/ac057_2007-10-08.mp3,Phonological Substitution,259.536,260.417
/ac/ac057_2007-10-08.mp3,Phonological Addition,322.71000000000004,323.63
/ac/ac057_2007-10-08.mp3,Phonological Substitution,539.199,540.84
/ac/ac057_2007-10-08.mp3,Phonological Substitution,1162.869,1163.6490000000001
/ac/ac057_2007-10-08.mp3,Phonological Addition,1392.037,1393.618
/ac/ac057_2007-10-08.mp3,Phonological Substitution,1600.105,1600.766
/ac/ac058_2007-10-15.mp3,Phonological Substitution,202.77800000000002,195.45499999999998
/ac/ac058_2007-10-15.mp3,Phonological Substitution,694.967,695.3670000000001
/ac/ac058_2007-10-15.mp3,Phonological Substitution,823.881,824.5010000000001
/ac/ac058_2007-10-15.mp3,Word Deletion,1429.508,1429.928
/ac/ac058_2007-10-15.mp3,Phonological Substitution,1847.158,1847.8790000000001
/ac/ac059_2007-10-22.mp3,Phonological Deletion,55.372,56.533
/ac/ac059_2007-10-22.mp3,Phonological Deletion,614.083,615.923
/ac/ac059_2007-10-22.mp3,Lexical Substitution,1431.1209999999999,1431.521
/ac/ac059_2007-10-22.mp3,Phonological Addition,1538.0829999999999,1538.823
/ac/ac060_2007-10-29.mp3,Phonological Substitution,333.685,334.686
/ac/ac060_2007-10-29.mp3,Phonological Deletion,851.914,852.3140000000001
/ac/ac060_2007-10-29.mp3,Phonological Substitution,853.616,854.196
/ac/ac060_2007-10-29.mp3,Phonological Addition,1073.261,1075.501
/ac/ac060_2007-10-29.mp3,Lexical Substitution,1593.519,1593.919
/ac/ac060_2007-10-29.mp3,Phonological Substitution,2140.0040000000004,2140.805
/ac/ac060_2007-10-29.mp3,Phonological Substitution,2273.6470000000004,2274.207
/ac/ac061_2007-11-05.mp3,Phonological Substitution,69.36699999999999,69.947
/ac/ac061_2007-11-05.mp3,Lexical Substitution,375.648,376.048
/ac/ac061_2007-11-05.mp3,Phonological Substitution,1088.5739999999998,1089.974
/ac/ac061_2007-11-05.mp3,Phonological Substitution,1186.1409999999998,1187.721
/ac/ac061_2007-11-05.mp3,Phonological Substitution,1719.411,1719.871
/ac/ac061_2007-11-05.mp3,Phonological Substitution,1753.309,1753.95
/ac/ac061_2007-11-05.mp3,Lexical Substitution,1836.9089999999999,1837.309
/ac/ac061_2007-11-05.mp3,Lexical Substitution,2141.739,2142.1389999999997
/ac/ac063_2007-11-19.mp3,Phonological Addition,293.87,294.83099999999996
/ac/ac065_2007-12-03.mp3,Phonological Deletion,510.454,511.114
/ac/ac066_2007-12-10.mp3,Word Deletion,114.387,114.787
/ac/ac066_2007-12-10.mp3,Phonological Substitution,833.0509999999999,833.932
/ac/ac066_2007-12-10.mp3,Phonological Deletion,857.506,858.586
/ac/ac066_2007-12-10.mp3,Phonological Addition,1129.1979999999999,1130.178
/ac/ac066_2007-12-10.mp3,Phonological Substitution,1265.55,1266.3310000000001
/ac/ac066_2007-12-10.mp3,Phonological Substitution,1495.9199999999998,1496.5
/ac/ac066_2007-12-10.mp3,Phonological Substitution,1625.088,1625.6480000000001
