start,end,text
766.592,766.793,Right.
767.013,767.313,Yeah.
767.693,773.317,"Except Newton, working not that differently in time, said, no, no, no, no."
773.898,774.838,Must be a particle.
775.239,776.7,"Look, light reflects."
777.42,779.462,It reflects like particles.
780.483,786.087,"You hit a mirror at a forty five degree angle, the light goes off at a forty five degree angle."
786.227,790.19,Ocean waves don't reflect in the same way that particles do.
790.544,790.844, Right.
790.984,794.925,Because of this difference in how waves reflect and how light reflects.
795.486,796.866,"And it was like, no, no, no, particle."
797.726,812.111,"And he was able to go on and build beautiful mathematical explanations for reflection, for refraction, for light going through prisms and forming rainbows, all based on a particle understanding of light."
812.947,820.808, So we have Huygens explaining interference and diffraction patterns using a wave nature to light.
821.108,828.11,And we have Newton explaining lenses and reflection and rainbows using a particle theory of light.
828.69,830.31,So we have these two competing theories.
830.85,832.65,And things continued and things continued.
832.97,841.872,"And then in the eighteen hundreds, there were two more scientists who did a bunch of experiments using interfering light again."
842.652,857.267," Thomas Young, and Fresnel, who is the person who came up with the, if you've ever seen on a motorhome, those perfectly flat, weirdly textured pieces of plastic that allow you to essentially magnify what's behind your motorhome or something."
858.088,863.233,Those funky little magnifying flat things use interference of waves.
864.583,868.745," And so Young and Fresnel said, interference patterns, it's a wave, it's a wave, it's a wave."
868.845,884.494,"And Maxwell came along and with his theories of electromechanics and his equations of electromechanics, he built into all of his mathematics, which explained electricity, which explained magnetism, which explained all the cool stuff of the day."
885.674,888.095,"He built in the idea of waves, waves, waves."
888.196,892.678,And the dominant scientific way of thinking was waves in the eighteen hundreds.
894.951,896.071, And then things changed again.
898.012,903.413,"In the early nineteen hundreds, from about nineteen oh one to nineteen oh five, we had people doing more experiments."
903.833,909.854,"And this is where we keep getting into problems is one set of experiments is particles, one set of experiments is waves."
909.994,917.436,"And the people then working in the early nineteen hundreds were saying, weird, this now acts like particles, sort of."
918.197,927.423," So we had Max Planck, who was trying to explain the distribution of the colors of light that come off of heated objects."
927.463,928.924,This is black body radiation.
930.345,938.05,"If you've ever seen old generation Star Trek, when Captain Kirk heats up a rock with his phaser and it glows red, that's black body radiation."
938.711,947.917,"Any of you who've ever used a kiln, when you heat things up and they glow in the kiln, that color is directly related to the temperature of the kiln."
949.498,951.159, hot coils on your stove.
951.219,953.101,That's again blackbody radiation.
953.721,960.867,And he was trying to explain mathematically why you get the distribution of light that is observed.
962.067,975.878,"And the only way he could explain it was to say that it looks like the energy allowed must have specific values, must have what we call quantized values."
977.373,983.938, And he came up with this model of the oscillators and the atoms having quantized energies.
984.018,994.165,And today we understand this as atoms have different allowed energy levels and they release photons with specific energies related to those allowed energy levels.
994.846,996.027,This was a particle idea.
997.408,1004.313,"And we also had Einstein come along with his photoelectric effect, which is what he got the first Nobel Prize he got for."
1005.746,1021.87," And what he found with the photoelectric effect was if you have a sheet of metal, and you shine a blue light on it, you can often get it to conduct electricity by hitting the atoms with light that causes the electrons to leave the atoms."
1023.35,1028.091,"And if you use pretty feeble blue light, the metal just sort of sat there and went, yeah, I don't care."
1029.793,1033.836," But if you hit it with brighter blue light, current would flow."
1034.656,1041.361,"But if you used red light, you could blast it with as much red light as you wanted and nothing would happen."
1042.702,1049.927,And this seemed to indicate that different colors of light carried different individual energies.
1050.808,1057.833,"So that when you look at a light beam, the brightness that you see is related to how many particles of light there are."
1059.014,1064.885, And the energy in each individual particle is related to the color.
1066.368,1070.716,And what was happening in the red light versus blue light case was
1072.074,1081.44," If you have a power pitcher, imagine with like cricket or baseball, and they're throwing a fastball, that fastball is going to hurt when it hits."
1081.74,1092.266,"And if, in this case, we have this power blue photon and it hits a piece of metal's atom just right, it's going to fling off an electron and it's going to flow somewhere."
1092.682,1092.862, Right.
1092.902,1102.091,"It's like in your analogy, the ball is hitting so hard that the catcher lets it drop back out again or lets something drop back out again, right?"
1103.212,1106.835,And the brightness is how many balls you have flying at one time.
1107.516,1107.656,Right.
1107.676,1112.661,"But if you have a little leaguer throwing that ball, the catcher is not going to let go of it."
1113.436,1115.478," Yeah, and so it's just going to hold on."
1115.638,1122.784,"And you can have as many little leaguers as you want throwing baseballs, and they're probably not going to hurt anyone."
1124.045,1131.812,"But if you have only one power pitcher out there, and there's forty catchers, he may not be able to get past those forty."
1132.032,1139.339,"But if you get ten power pitchers out there, they probably have a chance at at least getting one of those catchers to drop a ball."
1140.945,1150.749," And so what's happening is with the blue light, it's able to knock electrons out and the brightness just says how many pitchers you have going."
1151.71,1156.292,The color is how powerful the throw and the brightness is how many throwers.
1156.592,1157.492,So we're back to particle.
1157.973,1158.793,We're back to particle.
1159.537,1163.779," And so there's this terrible moment of, oh no, oh dear."
1164.539,1168.521,"Max Planck has these great equations that say wave, wave, wave, wave."
1169.342,1175.384,"And Einstein has this great explanation that's particle, particle, particle."
1176.145,1176.925,"Wow, it's both."
1177.105,1178.886,There must have been just some awful fights.
1178.906,1181.247,Can you imagine the battles?
1181.267,1182.628,Because they're both right.
1183.028,1187.67,"And so when you're both right, and the evidence supports you, the battles must have just been ferocious."
1188.453,1190.635," Yes, that's an understatement."
1190.815,1192.056,Enemies must have been made.
1192.076,1194.758,Funding must have been cut.
1194.838,1196.098,It must have been awful.
1196.439,1200.422,"Well, and it gets even worse because so with light, yeah, fine."
1200.462,1201.482,It doesn't have mass.
1201.542,1204.504,Let's let it be both a wave and a particle.
1204.685,1205.065,Okay.
1205.165,1206.486,It's just this weird thing.
1207.819,1215.305," And then a guy by the name of de Broglie came around in the year of the year and he was like, no, really, everything has a wavelength."
1215.905,1217.446,"You have a wavelength, Fraser."
1217.967,1223.911,"So not just photons, but larger things like electrons or atoms."
1224.311,1225.092,Buckyballs.
1225.332,1225.552,Planets.
1225.572,1227.954,"You can actually take, yeah."
1228.274,1229.575,So I'm both a particle and a wave.
1229.615,1230.135,That's what you're saying.
1230.175,1233.718,All of our listeners are both particles and waves.
1233.938,1235.82,Or a collection of particles and a collection of waves.
1237.557,1237.857, Yes.
1238.278,1240.699,Isn't that cool?
1241.019,1242.18,Don't get to the buckyball yet.
1242.801,1249.105,"So you're saying that like a proton, let's say an atom, a hydrogen atom, how is that both a particle and a wave?"
1249.385,1251.647,It's hard to explain.
1251.967,1262.775,The way that we look at it is every object has this wavelength over which it exists and it's capable of interacting and things like that.
1264.265,1269.387, And this is in part defined by our uncertainty and being able to figure out where things are.
1270.007,1277.33,"The way I figure out where you are is I look at you, which requires me to look at you with light."
1278.09,1281.971,And so light is coming from some source and hitting you and coming back to me.
1282.912,1286.773,"And if I try looking at you in radio light, which has huge wavelengths,"
1288.061,1292.965, I can only figure out where you are within the wavelength of that radio wave.
1293.725,1305.574,"But if I start looking at you with x-ray light, I'm probably going to give you cancer, but I can really figure out where you are because my uncertainty is the same size as that x-ray wavelength, which is really, really tiny."
1306.134,1312.719,"Now, if your wavelength is such that your specific uncertainty in you"
1314.035,1320.7," is something that is commiserate with the wavelength of how I'm trying to look at you, you can interfere with yourself."
1322.222,1328.266,"If it gets to what are the spacings between the slits, what are the sizes of the slits, what is your wavelength?"
1328.787,1334.571,"And your wavelength is defined by – well, this is the de Broglie wavelength."
1334.651,1339.695,It's defined by this constant called the Planck's constant divided by your momentum.
1340.222,1344.224, So is it almost like an averaging out of all the particles in my body?
1344.564,1349.246,It's that everything has this intrinsic uncertainty in where it's located.
1350.167,1356.19,And this intrinsic little jiggle is what we refer to as the de Broglie wavelength.
1356.77,1360.712,"Now the catch is that for you, you large human being you,"
1361.826,1370.756," This uncertainty is so small that it's actually smaller than if I turned you into a black hole, what your Schwarzschild radius would be."
1371.337,1375.982,There's basically no uncertainty in where you are because I can't measure anything that tiny.
1376.202,1382.77,"But for single particles, like haven't scientists been able to make hydrogen atoms behave like a wave?"
1382.99,1385.551, We can make hydrogen atoms behave like waves.
1385.651,1391.072,"We can make actually the smallest bacteria, if we wanted to, we could make behave like a wave."
1391.653,1412.139,"We've actually, not me personally, but there was an experiment in nineteen ninety-nine in Vienna where a group of scientists took Buckminsterfullerenes, these are molecules made up of sixty carbon atoms, and they were able to make these Buckminsterfullerenes behave"
1413.159,1417.263, in this wave-like interfering way and get this diffraction going on.
1417.363,1427.01,This statistical uncertainty in position led to a distribution on how they were measuring where these things ended up on the other side of two slits.
1428.311,1429.592,And that's just kind of cool.
1429.933,1438.199,You have these sixty carbon atoms in this soccer ball-like shape that are perfectly happy to interfere with each other.
1438.499,1439.44,That's a pretty big atom.
1439.861,1440.141,Yeah.
1440.97,1442.491," That's, that's amazing."
1442.572,1457.946,"So your ability to detect that, or the ability to interfere gets, or the precision with where you are, gets harder to measure the more mass that you have, the more particles that you have."
1458.306,1458.526,Right.
1458.767,1459.007,Okay.
1459.838,1463.961, So what's the current research into this?
1464.241,1471.646,"Where are scientists trying to push the limits of this right now, apart from making fullerenes behave like waves?"
1473.708,1478.071,It's always fun to see what new and interesting things you can get to diffract.
1479.381,1485.247," And there's also the question of, okay, so how do we interpret this?"
1486.128,1495.797,"One of the classic things that people say is individual items are wave functions, and they move through space in packets."
1496.197,1498.699,Wave packets is one way that we look at things.
1499.16,1499.28,And
1500.054,1507.064," We can either know how fast that thing is moving or we can know where it's located, but we can't know both."
1508.225,1511.249,"And that when we make an observation, we're collapsing the wave function."
1511.55,1515.235,And so you can never observe something as both a wave and a particle.
1516.485,1518.486," And people are trying to figure out, well, is that true?"
1518.586,1524.79,Can you really not observe the wave function and the particle at the same time?
1525.791,1535.337,"And this is where the arguing over the experiment I explained earlier with the wires and the diffraction and the lens comes in, and we'll put some links to some stories on that."
1536.338,1538.82,"And then there's also the, well, really?"
1540.209,1547.014, Is the wave function only collapsed into a particle when an observation is made or is it really just a particle all the time?
1547.575,1551.598,"And there's this statistical, so there's philosophical arguments going on as well."
1552.418,1561.024,"And then there's the whole, well, are we really limited to you can either know where something's located or how fast it's going and not both?"
1561.185,1567.87,Is there any magical way using enough technology to get around what's called the Heisenberg uncertainty principle?
1568.69,1577.82," And that's where you start to get into things like, well, we can't have Star Trek transporter beams until we figure out the uncertainty principle, because how do you put someone back together?"
1577.84,1584.507,And trying to figure out if these are actual limits are things that there's always somebody trying to do.
1585.464,1585.684, Right.
1585.744,1594.647,"And there's some other aspects of this like entanglement and like that concept of Schrodinger's cat, the uncertainty."
1594.707,1599.368,So I think we'll come back to this in future shows and have another go at it.
1599.408,1601.189,But I think we wanted to get across today just
1604.15,1614.838," how to understand that when you hear that wave-particle duality, what are we talking about and how do we figure it out, and what were the experiments that brought that into play."
1614.858,1622.084,"So I think that was a really good explanation, and I'm sure we'll get a lot of questions, but there's going to be some more shows on this."
1622.104,1632.252,"I mean, I know this is an astronomy podcast, but there's so much physics that are involved, and many times we're having to bring this stuff in as well, so bear with us."
1632.89,1636.491, spectrographs wouldn't work without light interfering.
1636.571,1639.912,Stars wouldn't support themselves without waves acting like particles.
1640.632,1645.173,Everything that makes astronomy work goes back to the wave-particle duality of light.
1645.893,1646.473,"Oh, there you go then."
1646.533,1648.173,There's our explanation.
1648.413,1655.175,And it's just really cool that the uncertainty in you and I is smaller than our Schwarzschild radius.
1655.905,1656.745, I just think that's cool.
1656.785,1659.306,"Right, that's the event horizon of a black hole, right?"
1659.326,1669.771,"If you took my mass, turned me into a black hole, the size where nothing, not even light could escape, that's my uncertainty."
1669.791,1670.631,It's smaller than that.
1671.311,1672.732,And that's just cool.
1675.894,1677.374," All right, well, we'll talk to you next week, Pamela."
1677.414,1677.955,Have a good trip.
1678.055,1678.135,Okay.
1678.155,1679.115,"Talk to you later, Fraser."
1679.215,1679.535,Bye-bye.
1680.175,1683.556,"This has been AstronomyCast, a weekly facts-based journey through the cosmos."
1684.136,1687.798,"Show notes, transcripts and more are available for every episode on our website."
1688.238,1690.218,Check it out at AstronomyCast.com.
1690.898,1692.459,We have archives of all past shows.
1692.499,1694.279,Just click the archive link on our website.
1694.6,1697.08,"And while you're there, get involved in the conversations on our forums."
1697.741,1701.322,"Send us any comments, questions or feedback to info at AstronomyCast.com."
1701.682,1702.382,We read every email.
1703.237,1707.979, This show is a non-profit educational resource provided by Fraser Cain and Dr. Pamela Gay.
1708.379,1710.86,We're supported through the kind donations of listeners like you.
1711.32,1713.881,"If you enjoy Astronomy Cast, why not give us a donation?"
1714.161,1717.562,Your donations help us pay for bandwidth and provide transcripts and show notes.
1717.982,1720.223,Just click the donate link on our website to learn more.
1720.743,1722.724,All donations are tax deductible for U.S.
1722.764,1723.344,taxpayers.
1724.325,1725.745,"You can support the show for free, too."
1726.506,1728.186,Write a review or recommend it to your friends.
1728.406,1729.207,Every little bit helps.
1729.767,1732.468,Click support the show link on our website to see some suggestions.
1733.228,1741.291," To subscribe to this show, point your podcatching software at AstronomyCast.com slash podcast dot xml, or subscribe directly from iTunes."
1742.091,1744.972,"This episode was edited by Pamela, with additional writing by Fraser."
1745.473,1747.073,Music is provided by Travis Searle.
1747.533,1749.574,Our web assistant is Rebecca Bemrose-Fetter.
1750.134,1756.697,"AstronomyCast is produced at Southern Illinois University, Edwardsville, with generous support from Universe Today."
